trigram,count,frequency
  ucx,0,0.000
  ucy,1,0.000
  ucz,0,0.000
  uda,8,0.000
  udb,0,0.000
  udc,0,0.000
  udd,12,0.000
  ude,13,0.000
  udf,0,0.000
  udg,11,0.000
  udh,0,0.000
  udi,7,0.000
  udj,0,0.000
  udk,0,0.000
  udl,0,0.000
  udm,0,0.000
  udn,0,0.000
  udo,4,0.000
  udp,0,0.000
  udq,0,0.000
  udr,2,0.000
  uds,2,0.000
  udt,0,0.000
  udu,0,0.000
  udv,0,0.000
  udw,0,0.000
  udx,0,0.000
  udy,7,0.000
  udz,2,0.000
  uea,3,0.000
  ueb,0,0.000
  uec,1,0.000
  ued,4,0.000
  uee,3,0.000
  uef,0,0.000
  ueg,1,0.000
  ueh,0,0.000
  uei,0,0.000
  uej,0,0.000
  uek,0,0.000
  uel,4,0.000
  uem,2,0.000
  uen,0,0.000
  ueo,0,0.000
  uep,0,0.000
  ueq,0,0.000
  uer,8,0.000
  ues,5,0.000
  uet,4,0.000
  ueu,1,0.000
  uev,3,0.000
  uew,0,0.000
  uex,0,0.000
  uey,5,0.000
  uez,0,0.000
  ufa,2,0.000
  ufb,0,0.000
  ufc,0,0.000
  ufd,0,0.000
  ufe,0,0.000
  uff,21,0.000
  ufg,0,0.000
  ufh,0,0.000
  ufi,1,0.000
  ufj,0,0.000
  ufk,0,0.000
  ufl,0,0.000
  ufm,0,0.000
  ufn,0,0.000
  ufo,0,0.000
  ufp,0,0.000
  ufq,0,0.000
  ufr,0,0.000
  ufs,0,0.000
  uft,5,0.000
  ufu,2,0.000
  ufv,0,0.000
  ufw,0,0.000
  ufx,0,0.000
  ufy,0,0.000
  ufz,0,0.000
  uga,9,0.000
  ugb,1,0.000
  ugc,0,0.000
  ugd,0,0.000
  uge,10,0.000
  ugf,0,0.000
  ugg,7,0.000
  ugh,21,0.000
  ugi,3,0.000
  ugj,0,0.000
  ugk,0,0.000
  ugl,2,0.000
  ugm,0,0.000
  ugn,0,0.000
  ugo,0,0.000
  ugp,0,0.000
  ugq,0,0.000
  ugr,2,0.000
  ugs,0,0.000
  ugt,0,0.000
  ugu,4,0.000
  ugv,0,0.000
  ugw,0,0.000
  ugx,0,0.000
  ugy,1,0.000
  ugz,0,0.000
  uha,1,0.000
  uhb,0,0.000
  uhc,0,0.000
  uhd,0,0.000
  uhe,0,0.000
  uhf,0,0.000
  uhg,0,0.000
  uhh,0,0.000
  uhi,1,0.000
  uhj,0,0.000
  uhk,0,0.000
  uhl,3,0.000
  uhm,0,0.000
  uhn,0,0.000
  uho,0,0.000
  uhp,0,0.000
  uhq,0,0.000
  uhr,0,0.000
  uhs,0,0.000
  uht,0,0.000
  uhu,0,0.000
  uhv,0,0.000
  uhw,0,0.000
  uhx,0,0.000
  uhy,0,0.000
  uhz,0,0.000
  uia,2,0.000
  uib,2,0.000
  uic,4,0.000
  uid,6,0.000
  uie,2,0.000
  uif,1,0.000
  uig,4,0.000
  uih,0,0.000
  uii,0,0.000
  uij,2,0.000
  uik,0,0.000
  uil,9,0.000
  uim,0,0.000
  uin,12,0.000
  uio,0,0.000
  uip,3,0.000
  uiq,0,0.000
  uir,5,0.000
  uis,8,0.000
  uit,10,0.000
  uiu,0,0.000
  uiv,0,0.000
  uiw,0,0.000
  uix,0,0.000
  uiy,0,0.000
  uiz,0,0.000
  uja,4,0.000
  ujb,0,0.000
  ujc,0,0.000
  ujd,0,0.000
  uje,1,0.000
  ujf,0,0.000
  ujg,0,0.000
  ujh,0,0.000
  uji,0,0.000
  ujj,0,0.000
  ujk,0,0.000
  ujl,0,0.000
  ujm,0,0.000
  ujn,0,0.000
  ujo,0,0.000
  ujp,0,0.000
  ujq,0,0.000
  ujr,0,0.000
  ujs,0,0.000
  ujt,0,0.000
  uju,0,0.000
  ujv,0,0.000
  ujw,0,0.000
  ujx,0,0.000
  ujy,0,0.000
  ujz,0,0.000
  uka,4,0.000
  ukb,0,0.000
  ukc,0,0.000
  ukd,0,0.000
  uke,6,0.000
  ukf,0,0.000
  ukg,0,0.000
  ukh,1,0.000
  uki,1,0.000
  ukj,0,0.000
  ukk,1,0.000
  ukl,0,0.000
  ukm,0,0.000
  ukn,0,0.000
  uko,0,0.000
  ukp,0,0.000
  ukq,0,0.000
  ukr,3,0.000
  uks,0,0.000
  ukt,1,0.000
  uku,1,0.000
  ukv,0,0.000
  ukw,0,0.000
  ukx,0,0.000
  uky,3,0.000
  ukz,0,0.000
  ula,20,0.000
  ulb,1,0.000
  ulc,4,0.000
  uld,9,0.000
  ule,20,0.000
  ulf,2,0.000
  ulg,3,0.000
  ulh,0,0.000
  uli,11,0.000
  ulj,0,0.000
  ulk,7,0.000
  ull,19,0.000
  ulm,6,0.000
  uln,3,0.000
  ulo,5,0.000
  ulp,6,0.000
  ulq,0,0.000
  ulr,1,0.000
  uls,6,0.000
  ult,11,0.000
  ulu,6,0.000
  ulv,2,0.000
  ulw,1,0.000
  ulx,0,0.000
  uly,3,0.000
  ulz,0,0.000
  uma,18,0.000
  umb,20,0.000
  umc,0,0.000
  umd,1,0.000
  ume,15,0.000
  umf,0,0.000
  umg,0,0.000
  umh,0,0.000
  umi,11,0.000
  umj,0,0.000
  umk,1,0.000
  uml,2,0.000
  umm,10,0.000
  umn,1,0.000
  umo,4,0.000
  ump,21,0.000
  umq,0,0.000
  umr,0,0.000
  ums,0,0.000
  umt,0,0.000
  umu,2,0.000
  umv,0,0.000
  umw,0,0.000
  umx,0,0.000
  umy,5,0.000
  umz,0,0.000
  una,17,0.000
  unb,14,0.000
  unc,22,0.000
  und,37,0.001
  une,12,0.000
  unf,6,0.000
  ung,36,0.001
  unh,7,0.000
  uni,14,0.000
  unj,2,0.000
  unk,26,0.001
  unl,8,0.000
  unm,5,0.000
  unn,15,0.000
  uno,8,0.000
  unp,5,0.000
  unq,0,0.000
  unr,9,0.000
  uns,14,0.000
  unt,33,0.001
  unu,3,0.000
  unv,0,0.000
  unw,7,0.000
  unx,0,0.000
  uny,2,0.000
  unz,2,0.000
  uoa,0,0.000
  uob,0,0.000
  uoc,1,0.000
  uod,0,0.000
  uoe,0,0.000
  uof,0,0.000
  uog,0,0.000
  uoh,0,0.000
  uoi,2,0.000
  uoj,0,0.000
  uok,0,0.000
  uol,1,0.000
  uom,1,0.000
  uon,1,0.000
  uoo,0,0.000
  uop,0,0.000
  uoq,0,0.000
  uor,2,0.000
  uos,0,0.000
  uot,3,0.000
  uou,0,0.000
  uov,0,0.000
  uow,0,0.000
  uox,0,0.000
  uoy,0,0.000
  uoz,0,0.000
  upa,9,0.000
  upb,4,0.000
  upc,2,0.000
  upd,1,0.000
  upe,13,0.000
  upf,1,0.000
  upg,1,0.000
  uph,2,0.000
  upi,7,0.000
  upj,1,0.000
  upk,0,0.000
  upl,4,0.000
  upm,1,0.000
  upn,0,0.000
  upo,4,0.000
  upp,7,0.000
  upq,0,0.000
  upr,3,0.000
  ups,5,0.000
  upt,2,0.000
  upu,2,0.000
  upv,0,0.000
  upw,2,0.000
  upx,0,0.000
  upy,2,0.000
  upz,0,0.000
  uqa,0,0.000
  uqb,0,0.000
  uqc,0,0.000
  uqd,0,0.000
  uqe,0,0.000
  uqf,0,0.000
  uqg,0,0.000
  uqh,0,0.000
  uqi,0,0.000
  uqj,0,0.000
  uqk,0,0.000
  uql,0,0.000
  uqm,0,0.000
  uqn,0,0.000
  uqo,0,0.000
  uqp,0,0.000
  uqq,0,0.000
  uqr,0,0.000
  uqs,0,0.000
  uqt,0,0.000
  uqu,2,0.000
  uqv,0,0.000
  uqw,0,0.000
  uqx,0,0.000
  uqy,0,0.000
  uqz,0,0.000
  ura,35,0.001
  urb,8,0.000
  urc,5,0.000
  urd,6,0.000
  ure,26,0.001
  urf,4,0.000
  urg,10,0.000
  urh,0,0.000
  uri,27,0.001
  urj,0,0.000
  urk,7,0.000
  url,14,0.000
  urm,7,0.000
  urn,14,0.000
  uro,6,0.000
  urp,5,0.000
  urq,0,0.000
  urr,18,0.000
  urs,21,0.000
  urt,9,0.000
  uru,11,0.000
  urv,3,0.000
  urw,0,0.000
  urx,0,0.000
  ury,9,0.000
  urz,3,0.000
  usa,9,0.000
  usb,1,0.000
  usc,2,0.000
  usd,0,0.000
  use,30,0.001
  usf,0,0.000
  usg,1,0.000
  ush,27,0.001
  usi,8,0.000
  usj,0,0.000
  usk,11,0.000
  usl,2,0.000
  usm,1,0.000
  usn,3,0.000
  uso,2,0.000
  usp,0,0.000
  usq,1,0.000
  usr,0,0.000
  uss,11,0.000
  ust,18,0.000
  usu,8,0.000
  usv,0,0.000
  usw,0,0.000
  usx,0,0.000
  usy,6,0.000
  usz,0,0.000
  uta,7,0.000
  utb,1,0.000
  utc,8,0.000
  utd,1,0.000
  ute,24,0.000
  utf,0,0.000
  utg,1,0.000
  uth,9,0.000
  uti,14,0.000
  utj,0,0.000
  utk,1,0.000
  utl,2,0.000
  utm,0,0.000
  utn,0,0.000
  uto,4,0.000
  utp,0,0.000
  utq,0,0.000
  utr,5,0.000
  uts,2,0.000
  utt,14,0.000
  utu,1,0.000
  utv,0,0.000
  utw,1,0.000
  utx,0,0.000
  uty,9,0.000
  utz,0,0.000
  uua,0,0.000
  uub,0,0.000
  uuc,0,0.000
  uud,0,0.000
  uue,0,0.000
  uuf,0,0.000
  uug,0,0.000
  uuh,0,0.000
  uui,0,0.000
  uuj,0,0.000
  uuk,0,0.000
  uul,0,0.000
  uum,0,0.000
  uun,0,0.000
  uuo,0,0.000
  uup,0,0.000
  uuq,0,0.000
  uur,0,0.000
  uus,1,0.000
  uut,0,0.000
  uuu,0,0.000
  uuv,0,0.000
  uuw,0,0.000
  uux,0,0.000
  uuy,0,0.000
  uuz,0,0.000
  uva,2,0.000
  uvb,0,0.000
  uvc,0,0.000
  uvd,0,0.000
  uve,8,0.000
  uvf,0,0.000
  uvg,0,0.000
  uvh,0,0.000
  uvi,4,0.000
  uvj,0,0.000
  uvk,0,0.000
  uvl,0,0.000
  uvm,0,0.000
  uvn,0,0.000
  uvo,0,0.000
  uvp,0,0.000
  uvq,0,0.000
  uvr,1,0.000
  uvs,0,0.000
  uvt,0,0.000
  uvu,1,0.000
  uvv,1,0.000
  uvw,0,0.000
  uvx,0,0.000
  uvy,0,0.000
  uvz,0,0.000
  uwa,0,0.000
  uwb,0,0.000
  uwc,0,0.000
  uwd,0,0.000
  uwe,0,0.000
  uwf,0,0.000
  uwg,0,0.000
  uwh,0,0.000
  uwi,0,0.000
  uwj,0,0.000
  uwk,0,0.000
  uwl,0,0.000
  uwm,0,0.000
  uwn,0,0.000
  uwo,0,0.000
  uwp,0,0.000
  uwq,0,0.000
  uwr,0,0.000
  uws,0,0.000
  uwt,0,0.000
  uwu,0,0.000
  uwv,0,0.000
  uww,0,0.000
  uwx,0,0.000
  uwy,0,0.000
  uwz,0,0.000
  uxa,0,0.000
  uxb,0,0.000
  uxc,0,0.000
  uxd,0,0.000
  uxe,0,0.000
  uxf,0,0.000
  uxg,0,0.000
  uxh,0,0.000
  uxi,2,0.000
  uxj,0,0.000
  uxk,0,0.000
  uxl,0,0.000
  uxm,0,0.000
  uxn,0,0.000
  uxo,1,0.000
  uxp,0,0.000
  uxq,0,0.000
  uxr,0,0.000
  uxs,0,0.000
  uxt,0,0.000
  uxu,2,0.000
  uxv,0,0.000
  uxw,0,0.000
  uxx,0,0.000
  uxy,1,0.000
  uxz,0,0.000
  uya,1,0.000
  uyb,0,0.000
  uyc,0,0.000
  uyd,0,0.000
  uye,2,0.000
  uyf,0,0.000
  uyg,0,0.000
  uyh,0,0.000
  uyi,0,0.000
  uyj,0,0.000
  uyk,0,0.000
  uyl,0,0.000
  uym,0,0.000
  uyn,0,0.000
  uyo,1,0.000
  uyp,0,0.000
  uyq,0,0.000
  uyr,0,0.000
  uys,0,0.000
  uyt,0,0.000
  uyu,0,0.000
  uyv,0,0.000
  uyw,0,0.000
  uyx,0,0.000
  uyy,0,0.000
  uyz,0,0.000
  uza,3,0.000
  uzb,3,0.000
  uzc,0,0.000
  uzd,0,0.000
  uze,4,0.000
  uzf,0,0.000
  uzg,0,0.000
  uzh,0,0.000
  uzi,1,0.000
  uzj,0,0.000
  uzk,0,0.000
  uzl,1,0.000
  uzm,0,0.000
  uzn,0,0.000
  uzo,0,0.000
  uzp,0,0.000
  uzq,0,0.000
  uzr,0,0.000
  uzs,0,0.000
  uzt,0,0.000
  uzu,1,0.000
  uzv,0,0.000
  uzw,0,0.000
  uzx,0,0.000
  uzy,1,0.000
  uzz,7,0.000
  vaa,0,0.000
  vab,0,0.000
  vac,2,0.000
  vad,2,0.000
  vae,1,0.000
  vaf,0,0.000
  vag,4,0.000
  vah,3,0.000
  vai,3,0.000
  vaj,1,0.000
  vak,2,0.000
  val,15,0.000
  vam,0,0.000
  van,13,0.000
  vao,0,0.000
  vap,2,0.000
  vaq,0,0.000
  var,14,0.000
  vas,5,0.000
  vat,4,0.000
  vau,3,0.000
  vav,0,0.000
  vaw,0,0.000
  vax,1,0.000
  vay,0,0.000
  vaz,0,0.000
  vba,0,0.000
  vbb,0,0.000
  vbc,0,0.000
  vbd,0,0.000
  vbe,0,0.000
  vbf,0,0.000
  vbg,0,0.000
  vbh,0,0.000
  vbi,0,0.000
  vbj,0,0.000
  vbk,0,0.000
  vbl,0,0.000
  vbm,0,0.000
  vbn,0,0.000
  vbo,0,0.000
  vbp,0,0.000
  vbq,0,0.000
  vbr,0,0.000
  vbs,0,0.000
  vbt,0,0.000
  vbu,0,0.000
  vbv,0,0.000
  vbw,0,0.000
  vbx,0,0.000
  vby,0,0.000
  vbz,0,0.000
  vca,0,0.000
  vcb,0,0.000
  vcc,0,0.000
  vcd,0,0.000
  vce,0,0.000
  vcf,0,0.000
  vcg,0,0.000
  vch,0,0.000
  vci,0,0.000
  vcj,0,0.000
  vck,0,0.000
  vcl,0,0.000
  vcm,0,0.000
  vcn,0,0.000
  vco,0,0.000
  vcp,0,0.000
  vcq,0,0.000
  vcr,0,0.000
  vcs,0,0.000
  vct,0,0.000
  vcu,0,0.000
  vcv,0,0.000
  vcw,0,0.000
  vcx,0,0.000
  vcy,0,0.000
  vcz,0,0.000
  vda,0,0.000
  vdb,0,0.000
  vdc,0,0.000
  vdd,0,0.000
  vde,0,0.000
  vdf,0,0.000
  vdg,0,0.000
  vdh,0,0.000
  vdi,0,0.000
  vdj,0,0.000
  vdk,0,0.000
  vdl,0,0.000
  vdm,0,0.000
  vdn,0,0.000
  vdo,0,0.000
  vdp,0,0.000
  vdq,0,0.000
  vdr,0,0.000
  vds,0,0.000
  vdt,0,0.000
  vdu,0,0.000
  vdv,0,0.000
  vdw,0,0.000
  vdx,0,0.000
  vdy,0,0.000
  vdz,0,0.000
  vea,4,0.000
  veb,0,0.000
  vec,0,0.000
  ved,8,0.000
  vee,2,0.000
  vef,0,0.000
  veg,0,0.000
  veh,0,0.000
  vei,2,0.000
  vej,1,0.000
  vek,1,0.000
  vel,21,0.000
  vem,1,0.000
  ven,22,0.000
  veo,0,0.000
  vep,1,0.000
  veq,0,0.000
  ver,52,0.001
  ves,8,0.000
  vet,10,0.000
  veu,1,0.000
  vev,0,0.000
  vew,1,0.000
  vex,3,0.000
  vey,3,0.000
  vez,0,0.000
  vfa,0,0.000
  vfb,0,0.000
  vfc,0,0.000
  vfd,0,0.000
  vfe,0,0.000
  vff,0,0.000
  vfg,0,0.000
  vfh,0,0.000
  vfi,0,0.000
  vfj,0,0.000
  vfk,0,0.000
  vfl,0,0.000
  vfm,0,0.000
  vfn,0,0.000
  vfo,0,0.000
  vfp,0,0.000
  vfq,0,0.000
  vfr,0,0.000
  vfs,0,0.000
  vft,0,0.000
  vfu,0,0.000
  vfv,0,0.000
  vfw,0,0.000
  vfx,0,0.000
  vfy,0,0.000
  vfz,0,0.000
  vga,0,0.000
  vgb,0,0.000
  vgc,0,0.000
  vgd,0,0.000
  vge,0,0.000
  vgf,0,0.000
  vgg,0,0.000
  vgh,0,0.000
  vgi,0,0.000
  vgj,0,0.000
  vgk,0,0.000
  vgl,0,0.000
  vgm,0,0.000
  vgn,0,0.000
  vgo,0,0.000
  vgp,0,0.000
  vgq,0,0.000
  vgr,0,0.000
  vgs,0,0.000
  vgt,0,0.000
  vgu,0,0.000
  vgv,0,0.000
  vgw,0,0.000
  vgx,0,0.000
  vgy,0,0.000
  vgz,0,0.000
  vha,0,0.000
  vhb,0,0.000
  vhc,0,0.000
  vhd,0,0.000
  vhe,0,0.000
  vhf,0,0.000
  vhg,0,0.000
  vhh,0,0.000
  vhi,0,0.000
  vhj,0,0.000
  vhk,0,0.000
  vhl,0,0.000
  vhm,0,0.000
  vhn,0,0.000
  vho,0,0.000
  vhp,0,0.000
  vhq,0,0.000
  vhr,0,0.000
  vhs,0,0.000
  vht,0,0.000
  vhu,0,0.000
  vhv,0,0.000
  vhw,0,0.000
  vhx,0,0.000
  vhy,0,0.000
  vhz,0,0.000
  via,7,0.000
  vib,2,0.000
  vic,8,0.000
  vid,11,0.000
  vie,5,0.000
  vif,1,0.000
  vig,3,0.000
  vih,0,0.000
  vii,0,0.000
  vij,2,0.000
  vik,0,0.000
  vil,8,0.000
  vim,1,0.000
  vin,21,0.000
  vio,2,0.000
  vip,1,0.000
  viq,0,0.000
  vir,9,0.000
  vis,15,0.000
  vit,5,0.000
  viu,1,0.000
  viv,5,0.000
  viw,0,0.000
  vix,1,0.000
  viy,0,0.000
  viz,0,0.000
  vja,0,0.000
  vjb,0,0.000
  vjc,0,0.000
  vjd,0,0.000
  vje,0,0.000
  vjf,0,0.000
  vjg,0,0.000
  vjh,0,0.000
  vji,0,0.000
  vjj,0,0.000
  vjk,0,0.000
  vjl,0,0.000
  vjm,0,0.000
  vjn,0,0.000
  vjo,0,0.000
  vjp,0,0.000
  vjq,0,0.000
  vjr,0,0.000
  vjs,0,0.000
  vjt,0,0.000
  vju,0,0.000
  vjv,0,0.000
  vjw,0,0.000
  vjx,0,0.000
  vjy,0,0.000
  vjz,0,0.000
  vka,0,0.000
  vkb,0,0.000
  vkc,0,0.000
  vkd,0,0.000
  vke,0,0.000
  vkf,0,0.000
  vkg,0,0.000
  vkh,0,0.000
  vki,0,0.000
  vkj,0,0.000
  vkk,0,0.000
  vkl,0,0.000
  vkm,0,0.000
  vkn,0,0.000
  vko,0,0.000
  vkp,0,0.000
  vkq,0,0.000
  vkr,0,0.000
  vks,0,0.000
  vkt,0,0.000
  vku,0,0.000
  vkv,0,0.000
  vkw,0,0.000
  vkx,0,0.000
  vky,0,0.000
  vkz,0,0.000
  vla,1,0.000
  vlb,0,0.000
  vlc,0,0.000
  vld,0,0.000
  vle,0,0.000
  vlf,0,0.000
  vlg,0,0.000
  vlh,0,0.000
  vli,0,0.000
  vlj,0,0.000
  vlk,0,0.000
  vll,0,0.000
  vlm,0,0.000
  vln,0,0.000
  vlo,0,0.000
  vlp,0,0.000
  vlq,0,0.000
  vlr,0,0.000
  vls,0,0.000
  vlt,0,0.000
  vlu,0,0.000
  vlv,0,0.000
  vlw,0,0.000
  vlx,0,0.000
  vly,0,0.000
  vlz,0,0.000
  vma,0,0.000
  vmb,0,0.000
  vmc,0,0.000
  vmd,0,0.000
  vme,0,0.000
  vmf,0,0.000
  vmg,0,0.000
  vmh,0,0.000
  vmi,0,0.000
  vmj,0,0.000
  vmk,0,0.000
  vml,0,0.000
  vmm,0,0.000
  vmn,0,0.000
  vmo,0,0.000
  vmp,0,0.000
  vmq,0,0.000
  vmr,0,0.000
  vms,0,0.000
  vmt,0,0.000
  vmu,0,0.000
  vmv,0,0.000
  vmw,0,0.000
  vmx,0,0.000
  vmy,0,0.000
  vmz,0,0.000
  vna,0,0.000
  vnb,0,0.000
  vnc,0,0.000
  vnd,0,0.000
  vne,0,0.000
  vnf,0,0.000
  vng,0,0.000
  vnh,0,0.000
  vni,0,0.000
  vnj,0,0.000
  vnk,0,0.000
  vnl,0,0.000
  vnm,0,0.000
  vnn,0,0.000
  vno,0,0.000
  vnp,0,0.000
  vnq,0,0.000
  vnr,0,0.000
  vns,0,0.000
  vnt,0,0.000
  vnu,0,0.000
  vnv,0,0.000
  vnw,0,0.000
  vnx,0,0.000
  vny,0,0.000
  vnz,0,0.000
  voa,0,0.000
  vob,0,0.000
  voc,2,0.000
  vod,1,0.000
  voe,0,0.000
  vof,0,0.000
  vog,2,0.000
  voh,0,0.000
  voi,4,0.000
  voj,0,0.000
  vok,1,0.000
  vol,5,0.000
  vom,2,0.000
  von,1,0.000
  voo,0,0.000
  vop,0,0.000
  voq,0,0.000
  vor,4,0.000
  vos,0,0.000
  vot,4,0.000
  vou,3,0.000
  vov,0,0.000
  vow,4,0.000
  vox,0,0.000
  voy,3,0.000
  voz,0,0.000
  vpa,0,0.000
  vpb,0,0.000
  vpc,0,0.000
  vpd,0,0.000
  vpe,0,0.000
  vpf,0,0.000
  vpg,0,0.000
  vph,0,0.000
  vpi,0,0.000
  vpj,0,0.000
  vpk,0,0.000
  vpl,0,0.000
  vpm,0,0.000
  vpn,0,0.000
  vpo,0,0.000
  vpp,0,0.000
  vpq,0,0.000
  vpr,0,0.000
  vps,0,0.000
  vpt,0,0.000
  vpu,0,0.000
  vpv,0,0.000
  vpw,0,0.000
  vpx,0,0.000
  vpy,0,0.000
  vpz,0,0.000
  vqa,0,0.000
  vqb,0,0.000
  vqc,0,0.000
  vqd,0,0.000
  vqe,0,0.000
  vqf,0,0.000
  vqg,0,0.000
  vqh,0,0.000
  vqi,0,0.000
  vqj,0,0.000
  vqk,0,0.000
  vql,0,0.000
  vqm,0,0.000
  vqn,0,0.000
  vqo,0,0.000
  vqp,0,0.000
  vqq,0,0.000
  vqr,0,0.000
  vqs,0,0.000
  vqt,0,0.000
  vqu,0,0.000
  vqv,0,0.000
  vqw,0,0.000
  vqx,0,0.000
  vqy,0,0.000
  vqz,0,0.000
  vra,1,0.000
  vrb,0,0.000
  vrc,0,0.000
  vrd,0,0.000
  vre,1,0.000
  vrf,0,0.000
  vrg,0,0.000
  vrh,0,0.000
  vri,0,0.000
  vrj,0,0.000
  vrk,0,0.000
  vrl,0,0.000
  vrm,0,0.000
  vrn,0,0.000
  vro,1,0.000
  vrp,0,0.000
  vrq,0,0.000
  vrr,0,0.000
  vrs,0,0.000
  vrt,0,0.000
  vru,0,0.000
  vrv,0,0.000
  vrw,0,0.000
  vrx,0,0.000
  vry,0,0.000
  vrz,0,0.000
  vsa,0,0.000
  vsb,0,0.000
  vsc,0,0.000
  vsd,0,0.000
  vse,0,0.000
  vsf,0,0.000
  vsg,0,0.000
  vsh,0,0.000
  vsi,0,0.000
  vsj,0,0.000
  vsk,0,0.000
  vsl,0,0.000
  vsm,0,0.000
  vsn,0,0.000
  vso,0,0.000
  vsp,0,0.000
  vsq,0,0.000
  vsr,0,0.000
  vss,0,0.000
  vst,0,0.000
  vsu,0,0.000
  vsv,0,0.000
  vsw,0,0.000
  vsx,0,0.000
  vsy,0,0.000
  vsz,0,0.000
  vta,0,0.000
  vtb,0,0.000
  vtc,0,0.000
  vtd,0,0.000
  vte,0,0.000
  vtf,0,0.000
  vtg,0,0.000
  vth,0,0.000
  vti,0,0.000
  vtj,0,0.000
  vtk,0,0.000
  vtl,0,0.000
  vtm,0,0.000
  vtn,0,0.000
  vto,0,0.000
  vtp,0,0.000
  vtq,0,0.000
  vtr,0,0.000
  vts,0,0.000
  vtt,0,0.000
  vtu,0,0.000
  vtv,0,0.000
  vtw,0,0.000
  vtx,0,0.000
  vty,0,0.000
  vtz,0,0.000
  vua,0,0.000
  vub,0,0.000
  vuc,0,0.000
  vud,0,0.000
  vue,2,0.000
  vuf,0,0.000
  vug,1,0.000
  vuh,0,0.000
  vui,0,0.000
  vuj,0,0.000
  vuk,0,0.000
  vul,4,0.000
  vum,1,0.000
  vun,0,0.000
  vuo,0,0.000
  vup,0,0.000
  vuq,0,0.000
  vur,0,0.000
  vus,5,0.000
  vut,0,0.000
  vuu,0,0.000
  vuv,0,0.000
  vuw,0,0.000
  vux,0,0.000
  vuy,0,0.000
  vuz,0,0.000
  vva,0,0.000
  vvb,0,0.000
  vvc,0,0.000
  vvd,0,0.000
  vve,1,0.000
  vvf,0,0.000
  vvg,0,0.000
  vvh,0,0.000
  vvi,0,0.000
  vvj,0,0.000
  vvk,0,0.000
  vvl,0,0.000
  vvm,0,0.000
  vvn,0,0.000
  vvo,0,0.000
  vvp,0,0.000
  vvq,0,0.000
  vvr,0,0.000
  vvs,0,0.000
  vvt,0,0.000
  vvu,0,0.000
  vvv,0,0.000
  vvw,0,0.000
  vvx,0,0.000
  vvy,4,0.000
  vvz,0,0.000
  vwa,0,0.000
  vwb,0,0.000
  vwc,0,0.000
  vwd,0,0.000
  vwe,0,0.000
  vwf,0,0.000
  vwg,0,0.000
  vwh,0,0.000
  vwi,0,0.000
  vwj,0,0.000
  vwk,0,0.000
  vwl,0,0.000
  vwm,0,0.000
  vwn,0,0.000
  vwo,0,0.000
  vwp,0,0.000
  vwq,0,0.000
  vwr,0,0.000
  vws,0,0.000
  vwt,0,0.000
  vwu,0,0.000
  vwv,0,0.000
  vww,0,0.000
  vwx,0,0.000
  vwy,0,0.000
  vwz,0,0.000
  vxa,0,0.000
  vxb,0,0.000
  vxc,0,0.000
  vxd,0,0.000
  vxe,0,0.000
  vxf,0,0.000
  vxg,0,0.000
  vxh,0,0.000
  vxi,0,0.000
  vxj,0,0.000
  vxk,0,0.000
  vxl,0,0.000
  vxm,0,0.000
  vxn,0,0.000
  vxo,0,0.000
  vxp,0,0.000
  vxq,0,0.000
  vxr,0,0.000
  vxs,0,0.000
  vxt,0,0.000
  vxu,0,0.000
  vxv,0,0.000
  vxw,0,0.000
  vxx,0,0.000
  vxy,0,0.000
  vxz,0,0.000
  vya,0,0.000
  vyb,0,0.000
  vyc,0,0.000
  vyd,0,0.000
  vye,0,0.000
  vyf,0,0.000
  vyg,0,0.000
  vyh,0,0.000
  vyi,1,0.000
  vyj,0,0.000
  vyk,0,0.000
  vyl,0,0.000
  vym,0,0.000
  vyn,1,0.000
  vyo,0,0.000
  vyp,0,0.000
  vyq,0,0.000
  vyr,0,0.000
  vys,0,0.000
  vyt,0,0.000
  vyu,0,0.000
  vyv,0,0.000
  vyw,0,0.000
  vyx,0,0.000
  vyy,0,0.000
  vyz,0,0.000
  vza,0,0.000
  vzb,0,0.000
  vzc,0,0.000
  vzd,0,0.000
  vze,0,0.000
  vzf,0,0.000
  vzg,0,0.000
  vzh,0,0.000
  vzi,0,0.000
  vzj,0,0.000
  vzk,0,0.000
  vzl,0,0.000
  vzm,0,0.000
  vzn,0,0.000
  vzo,0,0.000
  vzp,0,0.000
  vzq,0,0.000
  vzr,0,0.000
  vzs,0,0.000
  vzt,0,0.000
  vzu,0,0.000
  vzv,0,0.000
  vzw,0,0.000
  vzx,0,0.000
  vzy,0,0.000
  vzz,0,0.000
  waa,2,0.000
  wab,5,0.000
  wac,3,0.000
  wad,3,0.000
  wae,0,0.000
  waf,3,0.000
  wag,6,0.000
  wah,3,0.000
  wai,10,0.000
  waj,0,0.000
  wak,8,0.000
  wal,16,0.000
  wam,5,0.000
  wan,29,0.001
  wao,0,0.000
  wap,3,0.000
  waq,0,0.000
  war,21,0.000
  was,12,0.000
  wat,5,0.000
  wau,5,0.000
  wav,4,0.000
  waw,1,0.000
  wax,6,0.000
  way,7,0.000
  waz,3,0.000
  wba,0,0.000
  wbb,0,0.000
  wbc,0,0.000
  wbd,0,0.000
  wbe,1,0.000
  wbf,0,0.000
  wbg,0,0.000
  wbh,0,0.000
  wbi,0,0.000
  wbj,0,0.000
  wbk,0,0.000
  wbl,0,0.000
  wbm,0,0.000
  wbn,0,0.000
  wbo,0,0.000
  wbp,0,0.000
