trigram,count,frequency
  fcp,0,0.000
  fcq,0,0.000
  fcr,0,0.000
  fcs,0,0.000
  fct,0,0.000
  fcu,0,0.000
  fcv,0,0.000
  fcw,0,0.000
  fcx,0,0.000
  fcy,0,0.000
  fcz,0,0.000
  fda,2,0.000
  fdb,0,0.000
  fdc,0,0.000
  fdd,0,0.000
  fde,0,0.000
  fdf,0,0.000
  fdg,0,0.000
  fdh,0,0.000
  fdi,0,0.000
  fdj,0,0.000
  fdk,0,0.000
  fdl,0,0.000
  fdm,0,0.000
  fdn,0,0.000
  fdo,0,0.000
  fdp,0,0.000
  fdq,0,0.000
  fdr,0,0.000
  fds,0,0.000
  fdt,0,0.000
  fdu,0,0.000
  fdv,0,0.000
  fdw,0,0.000
  fdx,0,0.000
  fdy,0,0.000
  fdz,0,0.000
  fea,4,0.000
  feb,0,0.000
  fec,2,0.000
  fed,2,0.000
  fee,3,0.000
  fef,0,0.000
  feg,0,0.000
  feh,0,0.000
  fei,3,0.000
  fej,0,0.000
  fek,0,0.000
  fel,8,0.000
  fem,2,0.000
  fen,5,0.000
  feo,1,0.000
  fep,0,0.000
  feq,0,0.000
  fer,18,0.000
  fes,1,0.000
  fet,6,0.000
  feu,2,0.000
  fev,1,0.000
  few,1,0.000
  fex,0,0.000
  fey,1,0.000
  fez,1,0.000
  ffa,3,0.000
  ffb,0,0.000
  ffc,0,0.000
  ffd,0,0.000
  ffe,3,0.000
  fff,0,0.000
  ffg,0,0.000
  ffh,0,0.000
  ffi,3,0.000
  ffj,0,0.000
  ffk,0,0.000
  ffl,0,0.000
  ffm,0,0.000
  ffn,0,0.000
  ffo,0,0.000
  ffp,0,0.000
  ffq,0,0.000
  ffr,0,0.000
  ffs,1,0.000
  fft,0,0.000
  ffu,0,0.000
  ffv,0,0.000
  ffw,0,0.000
  ffx,0,0.000
  ffy,17,0.000
  ffz,0,0.000
  fga,0,0.000
  fgb,0,0.000
  fgc,0,0.000
  fgd,0,0.000
  fge,0,0.000
  fgf,0,0.000
  fgg,0,0.000
  fgh,0,0.000
  fgi,0,0.000
  fgj,0,0.000
  fgk,0,0.000
  fgl,0,0.000
  fgm,0,0.000
  fgn,0,0.000
  fgo,0,0.000
  fgp,0,0.000
  fgq,0,0.000
  fgr,0,0.000
  fgs,0,0.000
  fgt,0,0.000
  fgu,0,0.000
  fgv,0,0.000
  fgw,0,0.000
  fgx,0,0.000
  fgy,0,0.000
  fgz,0,0.000
  fha,0,0.000
  fhb,0,0.000
  fhc,0,0.000
  fhd,0,0.000
  fhe,0,0.000
  fhf,0,0.000
  fhg,0,0.000
  fhh,0,0.000
  fhi,0,0.000
  fhj,0,0.000
  fhk,0,0.000
  fhl,0,0.000
  fhm,0,0.000
  fhn,0,0.000
  fho,0,0.000
  fhp,0,0.000
  fhq,0,0.000
  fhr,0,0.000
  fhs,0,0.000
  fht,0,0.000
  fhu,0,0.000
  fhv,0,0.000
  fhw,0,0.000
  fhx,0,0.000
  fhy,0,0.000
  fhz,0,0.000
  fia,3,0.000
  fib,3,0.000
  fic,7,0.000
  fid,5,0.000
  fie,7,0.000
  fif,5,0.000
  fig,2,0.000
  fih,0,0.000
  fii,0,0.000
  fij,0,0.000
  fik,2,0.000
  fil,9,0.000
  fim,0,0.000
  fin,7,0.000
  fio,1,0.000
  fip,0,0.000
  fiq,1,0.000
  fir,10,0.000
  fis,2,0.000
  fit,7,0.000
  fiu,0,0.000
  fiv,2,0.000
  fiw,0,0.000
  fix,7,0.000
  fiy,0,0.000
  fiz,4,0.000
  fja,0,0.000
  fjb,0,0.000
  fjc,0,0.000
  fjd,0,0.000
  fje,1,0.000
  fjf,0,0.000
  fjg,0,0.000
  fjh,0,0.000
  fji,0,0.000
  fjj,0,0.000
  fjk,0,0.000
  fjl,0,0.000
  fjm,0,0.000
  fjn,0,0.000
  fjo,0,0.000
  fjp,0,0.000
  fjq,0,0.000
  fjr,0,0.000
  fjs,0,0.000
  fjt,0,0.000
  fju,0,0.000
  fjv,0,0.000
  fjw,0,0.000
  fjx,0,0.000
  fjy,0,0.000
  fjz,0,0.000
  fka,1,0.000
  fkb,0,0.000
  fkc,0,0.000
  fkd,0,0.000
  fke,0,0.000
  fkf,0,0.000
  fkg,0,0.000
  fkh,0,0.000
  fki,0,0.000
  fkj,0,0.000
  fkk,0,0.000
  fkl,0,0.000
  fkm,0,0.000
  fkn,0,0.000
  fko,0,0.000
  fkp,0,0.000
  fkq,0,0.000
  fkr,0,0.000
  fks,0,0.000
  fkt,0,0.000
  fku,0,0.000
  fkv,0,0.000
  fkw,0,0.000
  fkx,0,0.000
  fky,0,0.000
  fkz,0,0.000
  fla,21,0.000
  flb,0,0.000
  flc,0,0.000
  fld,0,0.000
  fle,10,0.000
  flf,0,0.000
  flg,0,0.000
  flh,0,0.000
  fli,9,0.000
  flj,0,0.000
  flk,0,0.000
  fll,0,0.000
  flm,0,0.000
  fln,0,0.000
  flo,17,0.000
  flp,0,0.000
  flq,0,0.000
  flr,0,0.000
  fls,0,0.000
  flt,0,0.000
  flu,18,0.000
  flv,0,0.000
  flw,0,0.000
  flx,0,0.000
  fly,5,0.000
  flz,0,0.000
  fma,0,0.000
  fmb,0,0.000
  fmc,0,0.000
  fmd,0,0.000
  fme,0,0.000
  fmf,0,0.000
  fmg,0,0.000
  fmh,0,0.000
  fmi,0,0.000
  fmj,0,0.000
  fmk,0,0.000
  fml,0,0.000
  fmm,0,0.000
  fmn,0,0.000
  fmo,0,0.000
  fmp,0,0.000
  fmq,0,0.000
  fmr,0,0.000
  fms,0,0.000
  fmt,0,0.000
  fmu,0,0.000
  fmv,0,0.000
  fmw,0,0.000
  fmx,0,0.000
  fmy,0,0.000
  fmz,0,0.000
  fna,0,0.000
  fnb,0,0.000
  fnc,0,0.000
  fnd,0,0.000
  fne,0,0.000
  fnf,0,0.000
  fng,0,0.000
  fnh,0,0.000
  fni,0,0.000
  fnj,0,0.000
  fnk,0,0.000
  fnl,0,0.000
  fnm,0,0.000
  fnn,0,0.000
  fno,0,0.000
  fnp,0,0.000
  fnq,0,0.000
  fnr,0,0.000
  fns,0,0.000
  fnt,0,0.000
  fnu,0,0.000
  fnv,0,0.000
  fnw,0,0.000
  fnx,0,0.000
  fny,0,0.000
  fnz,0,0.000
  foa,3,0.000
  fob,0,0.000
  foc,2,0.000
  fod,3,0.000
  foe,1,0.000
  fof,0,0.000
  fog,8,0.000
  foh,1,0.000
  foi,3,0.000
  foj,0,0.000
  fok,0,0.000
  fol,6,0.000
  fom,1,0.000
  fon,2,0.000
  foo,6,0.000
  fop,2,0.000
  foq,0,0.000
  for,17,0.000
  fos,3,0.000
  fot,2,0.000
  fou,5,0.000
  fov,1,0.000
  fow,0,0.000
  fox,1,0.000
  foy,1,0.000
  foz,0,0.000
  fpa,0,0.000
  fpb,0,0.000
  fpc,0,0.000
  fpd,0,0.000
  fpe,0,0.000
  fpf,0,0.000
  fpg,0,0.000
  fph,0,0.000
  fpi,0,0.000
  fpj,0,0.000
  fpk,0,0.000
  fpl,0,0.000
  fpm,0,0.000
  fpn,0,0.000
  fpo,0,0.000
  fpp,0,0.000
  fpq,0,0.000
  fpr,0,0.000
  fps,0,0.000
  fpt,0,0.000
  fpu,0,0.000
  fpv,0,0.000
  fpw,0,0.000
  fpx,0,0.000
  fpy,0,0.000
  fpz,0,0.000
  fqa,0,0.000
  fqb,0,0.000
  fqc,0,0.000
  fqd,0,0.000
  fqe,0,0.000
  fqf,0,0.000
  fqg,0,0.000
  fqh,0,0.000
  fqi,0,0.000
  fqj,0,0.000
  fqk,0,0.000
  fql,0,0.000
  fqm,0,0.000
  fqn,0,0.000
  fqo,0,0.000
  fqp,0,0.000
  fqq,0,0.000
  fqr,0,0.000
  fqs,0,0.000
  fqt,0,0.000
  fqu,0,0.000
  fqv,0,0.000
  fqw,0,0.000
  fqx,0,0.000
  fqy,0,0.000
  fqz,0,0.000
  fra,15,0.000
  frb,0,0.000
  frc,0,0.000
  frd,0,0.000
  fre,15,0.000
  frf,0,0.000
  frg,0,0.000
  frh,0,0.000
  fri,14,0.000
  frj,0,0.000
  frk,0,0.000
  frl,0,0.000
  frm,0,0.000
  frn,0,0.000
  fro,13,0.000
  frp,0,0.000
  frq,0,0.000
  frr,0,0.000
  frs,0,0.000
  frt,0,0.000
  fru,3,0.000
  frv,0,0.000
  frw,0,0.000
  frx,0,0.000
  fry,1,0.000
  frz,0,0.000
  fsa,0,0.000
  fsb,0,0.000
  fsc,0,0.000
  fsd,0,0.000
  fse,0,0.000
  fsf,0,0.000
  fsg,0,0.000
  fsh,0,0.000
  fsi,0,0.000
  fsj,0,0.000
  fsk,0,0.000
  fsl,0,0.000
  fsm,0,0.000
  fsn,0,0.000
  fso,0,0.000
  fsp,0,0.000
  fsq,0,0.000
  fsr,0,0.000
  fss,0,0.000
  fst,0,0.000
  fsu,0,0.000
  fsv,0,0.000
  fsw,0,0.000
  fsx,0,0.000
  fsy,0,0.000
  fsz,0,0.000
  fta,3,0.000
  ftb,0,0.000
  ftc,0,0.000
  ftd,0,0.000
  fte,3,0.000
  ftf,0,0.000
  ftg,0,0.000
  fth,1,0.000
  fti,3,0.000
  ftj,0,0.000
  ftk,0,0.000
  ftl,1,0.000
  ftm,0,0.000
  ftn,0,0.000
  fto,0,0.000
  ftp,0,0.000
  ftq,0,0.000
  ftr,0,0.000
  fts,0,0.000
  ftt,0,0.000
  ftu,0,0.000
  ftv,0,0.000
  ftw,0,0.000
  ftx,0,0.000
  fty,11,0.000
  ftz,0,0.000
  fua,0,0.000
  fub,2,0.000
  fuc,1,0.000
  fud,3,0.000
  fue,0,0.000
  fuf,1,0.000
  fug,4,0.000
  fuh,0,0.000
  fui,0,0.000
  fuj,0,0.000
  fuk,0,0.000
  ful,7,0.000
  fum,2,0.000
  fun,9,0.000
  fuo,0,0.000
  fup,0,0.000
  fuq,0,0.000
  fur,12,0.000
  fus,9,0.000
  fut,1,0.000
  fuu,0,0.000
  fuv,0,0.000
  fuw,0,0.000
  fux,0,0.000
  fuy,0,0.000
  fuz,1,0.000
  fva,0,0.000
  fvb,0,0.000
  fvc,0,0.000
  fvd,0,0.000
  fve,0,0.000
  fvf,0,0.000
  fvg,0,0.000
  fvh,0,0.000
  fvi,0,0.000
  fvj,0,0.000
  fvk,0,0.000
  fvl,0,0.000
  fvm,0,0.000
  fvn,0,0.000
  fvo,0,0.000
  fvp,0,0.000
  fvq,0,0.000
  fvr,0,0.000
  fvs,0,0.000
  fvt,0,0.000
  fvu,0,0.000
  fvv,0,0.000
  fvw,0,0.000
  fvx,0,0.000
  fvy,0,0.000
  fvz,0,0.000
  fwa,0,0.000
  fwb,0,0.000
  fwc,0,0.000
  fwd,0,0.000
  fwe,0,0.000
  fwf,0,0.000
  fwg,0,0.000
  fwh,0,0.000
  fwi,0,0.000
  fwj,0,0.000
  fwk,0,0.000
  fwl,0,0.000
  fwm,0,0.000
  fwn,0,0.000
  fwo,0,0.000
  fwp,0,0.000
  fwq,0,0.000
  fwr,0,0.000
  fws,0,0.000
  fwt,0,0.000
  fwu,0,0.000
  fwv,0,0.000
  fww,0,0.000
  fwx,0,0.000
  fwy,0,0.000
  fwz,0,0.000
  fxa,0,0.000
  fxb,0,0.000
  fxc,0,0.000
  fxd,0,0.000
  fxe,0,0.000
  fxf,0,0.000
  fxg,0,0.000
  fxh,0,0.000
  fxi,0,0.000
  fxj,0,0.000
  fxk,0,0.000
  fxl,0,0.000
  fxm,0,0.000
  fxn,0,0.000
  fxo,0,0.000
  fxp,0,0.000
  fxq,0,0.000
  fxr,0,0.000
  fxs,0,0.000
  fxt,0,0.000
  fxu,0,0.000
  fxv,0,0.000
  fxw,0,0.000
  fxx,0,0.000
  fxy,0,0.000
  fxz,0,0.000
  fya,0,0.000
  fyb,0,0.000
  fyc,0,0.000
  fyd,0,0.000
  fye,0,0.000
  fyf,0,0.000
  fyg,0,0.000
  fyh,0,0.000
  fyi,0,0.000
  fyj,0,0.000
  fyk,0,0.000
  fyl,0,0.000
  fym,0,0.000
  fyn,0,0.000
  fyo,0,0.000
  fyp,0,0.000
  fyq,0,0.000
  fyr,0,0.000
  fys,0,0.000
  fyt,0,0.000
  fyu,0,0.000
  fyv,0,0.000
  fyw,0,0.000
  fyx,0,0.000
  fyy,0,0.000
  fyz,0,0.000
  fza,0,0.000
  fzb,0,0.000
  fzc,0,0.000
  fzd,0,0.000
  fze,0,0.000
  fzf,0,0.000
  fzg,0,0.000
  fzh,0,0.000
  fzi,0,0.000
  fzj,0,0.000
  fzk,0,0.000
  fzl,0,0.000
  fzm,0,0.000
  fzn,0,0.000
  fzo,0,0.000
  fzp,0,0.000
  fzq,0,0.000
  fzr,0,0.000
  fzs,0,0.000
  fzt,0,0.000
  fzu,0,0.000
  fzv,0,0.000
  fzw,0,0.000
  fzx,0,0.000
  fzy,0,0.000
  fzz,0,0.000
  gaa,0,0.000
  gab,2,0.000
  gac,0,0.000
  gad,7,0.000
  gae,1,0.000
  gaf,1,0.000
  gag,4,0.000
  gah,1,0.000
  gai,8,0.000
  gaj,0,0.000
  gak,0,0.000
  gal,30,0.001
  gam,10,0.000
  gan,21,0.000
  gao,0,0.000
  gap,6,0.000
  gaq,0,0.000
  gar,14,0.000
  gas,10,0.000
  gat,9,0.000
  gau,11,0.000
  gav,3,0.000
  gaw,2,0.000
  gax,0,0.000
  gay,2,0.000
  gaz,5,0.000
  gba,0,0.000
  gbb,0,0.000
  gbc,0,0.000
  gbd,0,0.000
  gbe,0,0.000
  gbf,0,0.000
  gbg,0,0.000
  gbh,0,0.000
  gbi,0,0.000
  gbj,0,0.000
  gbk,0,0.000
  gbl,0,0.000
  gbm,0,0.000
  gbn,0,0.000
  gbo,0,0.000
  gbp,0,0.000
  gbq,0,0.000
  gbr,0,0.000
  gbs,0,0.000
  gbt,0,0.000
  gbu,0,0.000
  gbv,0,0.000
  gbw,0,0.000
  gbx,0,0.000
  gby,1,0.000
  gbz,0,0.000
  gca,0,0.000
  gcb,0,0.000
  gcc,0,0.000
  gcd,0,0.000
  gce,0,0.000
  gcf,0,0.000
  gcg,0,0.000
  gch,0,0.000
  gci,0,0.000
  gcj,0,0.000
  gck,0,0.000
  gcl,0,0.000
  gcm,0,0.000
  gcn,0,0.000
  gco,0,0.000
  gcp,0,0.000
  gcq,0,0.000
  gcr,0,0.000
  gcs,0,0.000
  gct,0,0.000
  gcu,0,0.000
  gcv,0,0.000
  gcw,0,0.000
  gcx,0,0.000
  gcy,0,0.000
  gcz,0,0.000
  gda,0,0.000
  gdb,0,0.000
  gdc,0,0.000
  gdd,0,0.000
  gde,0,0.000
  gdf,0,0.000
  gdg,0,0.000
  gdh,0,0.000
  gdi,1,0.000
  gdj,0,0.000
  gdk,0,0.000
  gdl,0,0.000
  gdm,0,0.000
  gdn,0,0.000
  gdo,0,0.000
  gdp,0,0.000
  gdq,0,0.000
  gdr,0,0.000
  gds,0,0.000
  gdt,0,0.000
  gdu,0,0.000
  gdv,0,0.000
  gdw,0,0.000
  gdx,0,0.000
  gdy,1,0.000
  gdz,0,0.000
  gea,1,0.000
  geb,1,0.000
  gec,1,0.000
  ged,3,0.000
  gee,4,0.000
  gef,0,0.000
  geg,0,0.000
  geh,0,0.000
  gei,1,0.000
  gej,0,0.000
  gek,1,0.000
  gel,8,0.000
  gem,8,0.000
  gen,22,0.000
  geo,4,0.000
  gep,0,0.000
  geq,0,0.000
  ger,29,0.001
  ges,8,0.000
  get,9,0.000
  geu,0,0.000
  gev,0,0.000
  gew,0,0.000
  gex,0,0.000
  gey,4,0.000
  gez,0,0.000
  gfa,0,0.000
  gfb,0,0.000
  gfc,0,0.000
  gfd,0,0.000
  gfe,0,0.000
  gff,0,0.000
  gfg,0,0.000
  gfh,0,0.000
  gfi,0,0.000
  gfj,0,0.000
  gfk,0,0.000
  gfl,0,0.000
  gfm,0,0.000
  gfn,0,0.000
  gfo,0,0.000
  gfp,0,0.000
  gfq,0,0.000
  gfr,0,0.000
  gfs,0,0.000
  gft,0,0.000
  gfu,0,0.000
  gfv,0,0.000
  gfw,0,0.000
  gfx,0,0.000
  gfy,0,0.000
  gfz,0,0.000
  gga,3,0.000
  ggb,0,0.000
  ggc,0,0.000
  ggd,0,0.000
  gge,3,0.000
  ggf,0,0.000
  ggg,0,0.000
  ggh,0,0.000
  ggi,2,0.000
  ggj,0,0.000
  ggk,0,0.000
  ggl,0,0.000
  ggm,0,0.000
  ggn,0,0.000
  ggo,1,0.000
  ggp,0,0.000
  ggq,0,0.000
  ggr,1,0.000
  ggs,0,0.000
  ggt,0,0.000
  ggu,1,0.000
  ggv,0,0.000
  ggw,0,0.000
  ggx,0,0.000
  ggy,32,0.001
  ggz,0,0.000
  gha,4,0.000
  ghb,0,0.000
  ghc,0,0.000
  ghd,0,0.000
  ghe,1,0.000
  ghf,0,0.000
  ghg,0,0.000
  ghh,0,0.000
  ghi,1,0.000
  ghj,0,0.000
  ghk,0,0.000
  ghl,0,0.000
  ghm,0,0.000
  ghn,0,0.000
  gho,3,0.000
  ghp,0,0.000
  ghq,0,0.000
  ghr,0,0.000
  ghs,0,0.000
  ght,16,0.000
  ghu,2,0.000
  ghv,0,0.000
  ghw,0,0.000
  ghx,0,0.000
  ghy,0,0.000
  ghz,0,0.000
  gia,7,0.000
  gib,5,0.000
  gic,5,0.000
  gid,4,0.000
  gie,6,0.000
  gif,0,0.000
  gig,1,0.000
  gih,1,0.000
  gii,0,0.000
  gij,0,0.000
  gik,0,0.000
  gil,13,0.000
  gim,1,0.000
  gin,8,0.000
  gio,0,0.000
  gip,2,0.000
  giq,0,0.000
  gir,7,0.000
  gis,4,0.000
  git,4,0.000
  giu,0,0.000
  giv,4,0.000
  giw,0,0.000
  gix,0,0.000
  giy,0,0.000
  giz,0,0.000
  gja,0,0.000
  gjb,0,0.000
  gjc,0,0.000
  gjd,0,0.000
  gje,0,0.000
  gjf,0,0.000
  gjg,0,0.000
  gjh,0,0.000
  gji,0,0.000
  gjj,0,0.000
  gjk,0,0.000
  gjl,0,0.000
  gjm,0,0.000
  gjn,0,0.000
  gjo,0,0.000
  gjp,0,0.000
  gjq,0,0.000
  gjr,0,0.000
  gjs,0,0.000
  gjt,0,0.000
  gju,0,0.000
  gjv,0,0.000
  gjw,0,0.000
  gjx,0,0.000
  gjy,0,0.000
  gjz,0,0.000
  gka,2,0.000
  gkb,0,0.000
  gkc,0,0.000
  gkd,0,0.000
  gke,0,0.000
  gkf,0,0.000
  gkg,0,0.000
  gkh,0,0.000
  gki,0,0.000
  gkj,0,0.000
  gkk,0,0.000
  gkl,0,0.000
  gkm,0,0.000
  gkn,0,0.000
  gko,0,0.000
  gkp,0,0.000
  gkq,0,0.000
  gkr,0,0.000
  gks,0,0.000
  gkt,0,0.000
  gku,0,0.000
  gkv,0,0.000
  gkw,0,0.000
  gkx,0,0.000
  gky,0,0.000
  gkz,0,0.000
  gla,20,0.000
  glb,0,0.000
  glc,0,0.000
  gld,0,0.000
  gle,23,0.000
  glf,0,0.000
  glg,0,0.000
  glh,0,0.000
  gli,7,0.000
  glj,0,0.000
  glk,0,0.000
  gll,0,0.000
  glm,0,0.000
  gln,0,0.000
  glo,16,0.000
  glp,0,0.000
  glq,0,0.000
  glr,0,0.000
  gls,0,0.000
  glt,0,0.000
  glu,7,0.000
  glv,0,0.000
  glw,0,0.000
  glx,0,0.000
  gly,4,0.000
  glz,0,0.000
  gma,5,0.000
  gmb,0,0.000
  gmc,0,0.000
  gmd,0,0.000
  gme,0,0.000
  gmf,0,0.000
  gmg,0,0.000
  gmh,0,0.000
  gmi,1,0.000
  gmj,0,0.000
  gmk,0,0.000
  gml,0,0.000
  gmm,0,0.000
  gmn,0,0.000
  gmo,0,0.000
  gmp,0,0.000
  gmq,0,0.000
  gmr,0,0.000
  gms,0,0.000
  gmt,0,0.000
  gmu,0,0.000
  gmv,0,0.000
  gmw,0,0.000
  gmx,0,0.000
  gmy,3,0.000
  gmz,0,0.000
  gna,4,0.000
  gnb,0,0.000
  gnc,0,0.000
  gnd,0,0.000
  gne,4,0.000
  gnf,0,0.000
  gng,0,0.000
  gnh,0,0.000
  gni,1,0.000
  gnj,0,0.000
  gnk,0,0.000
  gnl,0,0.000
  gnm,0,0.000
  gnn,0,0.000
  gno,1,0.000
  gnp,0,0.000
  gnq,0,0.000
  gnr,0,0.000
  gns,0,0.000
  gnt,0,0.000
  gnu,1,0.000
  gnv,0,0.000
  gnw,0,0.000
  gnx,0,0.000
  gny,0,0.000
  gnz,0,0.000
  goa,4,0.000
  gob,6,0.000
  goc,0,0.000
  god,3,0.000
  goe,1,0.000
  gof,0,0.000
  gog,3,0.000
  goh,1,0.000
  goi,2,0.000
  goj,0,0.000
  gok,1,0.000
  gol,13,0.000
  gom,1,0.000
  gon,16,0.000
  goo,7,0.000
  gop,0,0.000
  goq,0,0.000
  gor,18,0.000
  gos,2,0.000
  got,11,0.000
  gou,8,0.000
  gov,0,0.000
  gow,1,0.000
  gox,0,0.000
  goy,3,0.000
  goz,0,0.000
  gpa,0,0.000
  gpb,0,0.000
  gpc,0,0.000
  gpd,0,0.000
  gpe,0,0.000
  gpf,0,0.000
  gpg,0,0.000
  gph,0,0.000
  gpi,0,0.000
  gpj,0,0.000
  gpk,0,0.000
  gpl,0,0.000
  gpm,0,0.000
  gpn,0,0.000
  gpo,0,0.000
  gpp,0,0.000
  gpq,0,0.000
  gpr,0,0.000
  gps,0,0.000
  gpt,0,0.000
  gpu,0,0.000
  gpv,0,0.000
  gpw,0,0.000
  gpx,0,0.000
  gpy,0,0.000
  gpz,0,0.000
  gqa,0,0.000
  gqb,0,0.000
  gqc,0,0.000
  gqd,0,0.000
  gqe,0,0.000
  gqf,0,0.000
  gqg,0,0.000
  gqh,0,0.000
  gqi,0,0.000
  gqj,0,0.000
  gqk,0,0.000
  gql,0,0.000
  gqm,0,0.000
  gqn,0,0.000
  gqo,0,0.000
  gqp,0,0.000
  gqq,0,0.000
  gqr,0,0.000
  gqs,0,0.000
  gqt,0,0.000
  gqu,0,0.000
  gqv,0,0.000
  gqw,0,0.000
  gqx,0,0.000
  gqy,0,0.000
  gqz,0,0.000
  gra,30,0.001
  grb,0,0.000
  grc,0,0.000
  grd,0,0.000
  gre,20,0.000
  grf,0,0.000
  grg,0,0.000
  grh,0,0.000
  gri,20,0.000
  grj,0,0.000
  grk,0,0.000
  grl,0,0.000
  grm,0,0.000
  grn,0,0.000
  gro,20,0.000
  grp,0,0.000
  grq,0,0.000
  grr,0,0.000
  grs,0,0.000
  grt,0,0.000
  gru,10,0.000
  grv,0,0.000
  grw,0,0.000
  grx,0,0.000
  gry,3,0.000
  grz,0,0.000
  gsa,1,0.000
  gsb,0,0.000
  gsc,0,0.000
  gsd,0,0.000
  gse,0,0.000
  gsf,0,0.000
  gsg,0,0.000
  gsh,0,0.000
  gsi,0,0.000
  gsj,0,0.000
  gsk,0,0.000
  gsl,0,0.000
  gsm,0,0.000
  gsn,0,0.000
  gso,0,0.000
  gsp,0,0.000
  gsq,0,0.000
  gsr,0,0.000
  gss,0,0.000
  gst,1,0.000
  gsu,0,0.000
  gsv,0,0.000
  gsw,0,0.000
  gsx,0,0.000
  gsy,0,0.000
  gsz,0,0.000
  gta,0,0.000
  gtb,0,0.000
  gtc,0,0.000
  gtd,0,0.000
  gte,0,0.000
  gtf,0,0.000
  gtg,0,0.000
  gth,0,0.000
  gti,0,0.000
  gtj,0,0.000
  gtk,0,0.000
  gtl,0,0.000
  gtm,0,0.000
  gtn,0,0.000
  gto,0,0.000
  gtp,0,0.000
  gtq,0,0.000
  gtr,0,0.000
  gts,0,0.000
  gtt,0,0.000
  gtu,0,0.000
  gtv,0,0.000
  gtw,0,0.000
  gtx,0,0.000
  gty,0,0.000
  gtz,0,0.000
  gua,22,0.000
  gub,1,0.000
  guc,1,0.000
  gud,2,0.000
  gue,14,0.000
  guf,1,0.000
  gug,1,0.000
  guh,0,0.000
  gui,11,0.000
  guj,1,0.000
  guk,0,0.000
  gul,10,0.000
  gum,12,0.000
  gun,7,0.000
  guo,0,0.000
  gup,1,0.000
  guq,0,0.000
  gur,9,0.000
  gus,16,0.000
  gut,5,0.000
  guu,0,0.000
  guv,0,0.000
  guw,0,0.000
  gux,0,0.000
  guy,1,0.000
  guz,1,0.000
  gva,0,0.000
  gvb,0,0.000
  gvc,0,0.000
  gvd,0,0.000
  gve,0,0.000
  gvf,0,0.000
  gvg,0,0.000
  gvh,0,0.000
  gvi,0,0.000
  gvj,0,0.000
  gvk,0,0.000
  gvl,0,0.000
  gvm,0,0.000
  gvn,0,0.000
  gvo,0,0.000
  gvp,0,0.000
  gvq,0,0.000
  gvr,0,0.000
  gvs,0,0.000
  gvt,0,0.000
  gvu,0,0.000
  gvv,0,0.000
  gvw,0,0.000
  gvx,0,0.000
  gvy,0,0.000
  gvz,0,0.000
  gwa,0,0.000
  gwb,0,0.000
  gwc,0,0.000
  gwd,0,0.000
  gwe,2,0.000
  gwf,0,0.000
  gwg,0,0.000
  gwh,0,0.000
  gwi,1,0.000
  gwj,0,0.000
  gwk,0,0.000
  gwl,0,0.000
  gwm,0,0.000
  gwn,0,0.000
  gwo,0,0.000
  gwp,0,0.000
  gwq,0,0.000
  gwr,0,0.000
  gws,0,0.000
  gwt,0,0.000
  gwu,0,0.000
  gwv,0,0.000
  gww,0,0.000
  gwx,0,0.000
  gwy,0,0.000
  gwz,0,0.000
  gxa,0,0.000
  gxb,0,0.000
  gxc,0,0.000
  gxd,0,0.000
  gxe,0,0.000
  gxf,0,0.000
  gxg,0,0.000
  gxh,0,0.000
  gxi,0,0.000
  gxj,0,0.000
  gxk,0,0.000
  gxl,0,0.000
  gxm,0,0.000
  gxn,0,0.000
  gxo,0,0.000
  gxp,0,0.000
  gxq,0,0.000
  gxr,0,0.000
  gxs,0,0.000
  gxt,0,0.000
  gxu,0,0.000
  gxv,0,0.000
  gxw,0,0.000
  gxx,0,0.000
  gxy,0,0.000
  gxz,0,0.000
  gya,0,0.000
  gyb,0,0.000
  gyc,0,0.000
  gyd,0,0.000
  gye,0,0.000
  gyf,0,0.000
  gyg,2,0.000
  gyh,0,0.000
  gyi,0,0.000
  gyj,0,0.000
  gyk,0,0.000
  gyl,0,0.000
  gym,1,0.000
  gyn,1,0.000
  gyo,0,0.000
  gyp,4,0.000
  gyq,0,0.000
  gyr,4,0.000
  gys,0,0.000
  gyt,0,0.000
  gyu,0,0.000
  gyv,0,0.000
  gyw,0,0.000
  gyx,0,0.000
  gyy,0,0.000
  gyz,0,0.000
  gza,0,0.000
  gzb,0,0.000
  gzc,0,0.000
  gzd,0,0.000
  gze,0,0.000
  gzf,0,0.000
  gzg,0,0.000
  gzh,0,0.000
  gzi,0,0.000
  gzj,0,0.000
  gzk,0,0.000
  gzl,0,0.000
  gzm,0,0.000
  gzn,0,0.000
  gzo,0,0.000
  gzp,0,0.000
  gzq,0,0.000
  gzr,0,0.000
  gzs,0,0.000
  gzt,0,0.000
  gzu,0,0.000
  gzv,0,0.000
  gzw,0,0.000
  gzx,0,0.000
  gzy,0,0.000
  gzz,0,0.000
  haa,0,0.000
  hab,4,0.000
  hac,9,0.000
  had,8,0.000
  hae,1,0.000
  haf,5,0.000
  hag,5,0.000
  hah,2,0.000
  hai,15,0.000
  haj,3,0.000
  hak,13,0.000
  hal,19,0.000
  ham,19,0.000
  han,34,0.001
  hao,4,0.000
  hap,11,0.000
  haq,0,0.000
  har,43,0.001
  has,14,0.000
  hat,16,0.000
  hau,15,0.000
  hav,9,0.000
  haw,13,0.000
  hax,0,0.000
  hay,4,0.000
  haz,7,0.000
  hba,0,0.000
  hbb,0,0.000
  hbc,0,0.000
