word,SINGLE_STRATEGY,WEIGHTED_SINGLE,DOUBLE_STRATEGY,WEIGHTED_DOUBLE,TRIPLE_STRATEGY,WEIGHTED_TRIPLE
noint,5,6,6,8,9,9
noise,4,3,6,7,6,6
noisy,5,4,6,5,6,6
nokta,6,6,5,7,4,4
nolle,7,7,6,5,7,7
nomad,8,6,5,5,4,4
nomic,7,6,6,7,4,4
nomos,6,8,6,7,5,5
nonce,6,7,7,8,4,4
nonda,7,7,8,8,4,4
nondo,6,10,6,10,5,5
nones,6,7,6,7,6,6
nonet,6,6,6,6,5,5
nonic,6,7,5,10,6,6
nonly,8,8,5,9,7,7
nonya,6,6,9,10,5,5
nonyl,6,8,5,4,6,6
nooky,8,9,9,8,6,6
noose,6,5,5,6,5,5
nopal,8,6,6,5,5,5
norah,6,5,5,3,4,4
noria,4,3,4,3,4,4
noric,8,4,5,3,4,4
norie,4,3,4,3,5,5
norma,6,5,5,3,4,4
norma,6,5,5,3,4,4
norna,5,6,6,4,4,4
norse,5,3,7,3,5,5
norsk,7,6,7,6,6,6
north,8,5,6,6,4,4
nosed,8,7,6,5,5,5
noser,6,4,6,4,5,5
nosey,7,6,7,6,6,6
notal,5,4,5,4,4,4
notan,6,5,6,5,5,5
notch,7,8,6,8,5,5
noted,6,7,5,5,5,5
noter,7,5,6,5,4,4
notum,7,9,9,9,6,6
notus,6,7,6,6,6,6
novel,8,8,6,5,7,7
novem,10,8,7,6,5,5
noway,8,7,9,5,6,6
nowed,10,8,8,7,6,6
nowel,7,7,7,6,6,6
noxal,10,8,8,7,8,8
noyau,7,6,6,5,7,7
nubby,8,9,10,10,7,7
nubia,6,5,8,7,5,5
nucal,7,6,7,6,6,6
nucha,9,7,7,5,4,4
nucin,8,9,8,9,9,9
nudge,7,8,6,7,4,4
nullo,6,7,6,5,5,5
numda,6,8,7,10,4,4
numen,7,8,6,7,5,5
nummi,7,5,8,8,5,5
numud,8,8,10,9,5,5
nunch,7,8,6,12,8,8
nunki,7,7,6,12,7,7
nunky,9,9,7,14,9,9
nunni,6,8,5,9,8,8
nuque,8,8,9,10,6,6
nurly,7,5,9,3,7,7
nurse,5,4,7,4,5,5
nursy,6,3,7,6,6,6
nutty,7,8,8,7,7,7
nyaya,4,9,5,8,4,4
nydia,6,6,7,7,6,6
nylon,7,8,6,6,10,10
nymil,6,5,5,4,4,4
nymph,8,8,7,7,6,6
nyoro,5,7,5,6,5,5
nyssa,7,8,9,5,8,8
nyxis,6,5,6,6,7,7
oadal,6,6,12,9,12,12
oaken,6,6,10,9,5,5
oakum,7,6,9,8,4,4
oared,5,4,7,9,7,7
oaric,5,4,7,7,8,8
oasal,5,4,10,4,8,8
oases,4,6,6,6,8,8
oasis,4,6,6,5,6,6
oaten,5,5,7,5,4,4
obeah,7,6,5,5,5,5
obese,6,4,5,8,6,6
obley,7,7,8,7,6,6
obole,7,7,7,8,8,8
occur,7,7,5,5,6,6
ocean,5,4,6,4,7,7
ocher,9,8,7,7,7,7
ochna,6,6,7,5,5,5
ochro,7,6,6,4,4,4
ocote,7,6,7,5,8,8
ocque,8,7,8,6,9,9
ocrea,3,4,3,4,3,3
octad,9,7,7,7,6,6
octan,6,5,6,5,4,4
octet,6,8,7,6,6,6
octic,8,8,8,8,7,7
octyl,7,5,6,4,6,6
ocuby,8,7,8,8,8,8
oddly,9,6,8,9,8,8
odeon,5,6,5,6,6,6
odeum,7,7,7,7,6,6
odist,4,5,6,5,8,8
odium,6,7,8,7,8,8
odoom,7,8,9,8,8,8
oecus,7,7,10,5,6,6
oenin,5,6,7,10,5,5
offal,7,7,7,8,5,5
offer,11,10,12,10,12,12
often,8,7,6,5,5,5
ofter,10,6,9,9,6,6
oftly,9,6,7,7,6,6
ogeed,7,8,5,8,6,6
ogham,10,7,5,9,4,4
oghuz,8,8,7,6,8,8
ogive,9,8,7,8,5,5
ogler,5,5,7,7,4,4
ogmic,8,9,9,9,4,4
ohelo,6,5,5,6,6,6
ohmic,7,8,5,5,5,5
oiled,5,5,5,7,6,6
oiler,5,3,6,6,6,6
oisin,5,5,5,5,7,7
okapi,6,5,8,6,6,6
okrug,6,7,7,6,4,4
olcha,7,5,6,6,5,5
olchi,5,5,5,6,6,6
olden,5,5,4,4,5,5
older,5,5,7,6,5,5
oldie,6,4,6,6,6,6
oleic,6,5,5,6,4,4
olein,5,5,4,5,5,5
olena,5,5,4,4,3,3
olent,5,6,4,4,4,4
oliva,6,4,9,7,6,6
oliva,6,4,9,7,6,6
olive,6,7,7,7,5,5
olive,6,7,7,7,5,5
ollie,5,5,5,4,5,5
ology,7,6,8,8,6,6
olona,5,6,5,5,4,4
olson,5,5,5,5,8,8
omaha,5,7,4,6,2,2
omani,7,4,4,5,2,2
omber,10,9,10,9,3,3
omega,5,7,5,6,2,2
omina,6,5,6,5,2,2
omlah,9,8,5,4,5,5
oncia,5,5,7,6,5,5
oncin,7,5,6,6,10,10
onery,5,5,3,7,4,4
onion,4,8,6,6,7,7
onium,5,5,6,6,5,5
onkos,7,6,5,6,6,6
onlay,5,5,5,4,5,5
onmun,6,7,7,7,6,6
onset,6,5,5,5,6,6
ontal,4,4,5,4,4,4
onymy,8,7,8,8,5,5
oolak,8,8,5,4,5,5
oolly,5,8,7,6,6,6
oopak,9,10,8,8,8,8
oopod,8,8,8,8,8,8
ootid,6,7,8,7,6,6
opata,4,7,6,5,8,8
opera,4,4,3,4,4,4
ophic,8,8,7,6,8,8
ophis,7,7,6,5,6,6
opine,7,5,7,6,5,5
opium,6,8,8,9,7,7
optic,9,7,9,7,6,6
orach,6,4,4,4,3,3
orage,5,4,5,6,3,3
orang,6,4,3,4,2,2
orang,6,4,3,4,2,2
orant,5,3,4,4,2,2
oraon,5,4,4,5,5,5
orary,3,6,3,7,5,5
orate,4,3,4,4,3,3
orbed,6,5,6,5,5,5
orbic,7,6,5,6,7,7
orbit,7,5,6,5,7,7
orcin,5,5,4,5,6,6
order,5,6,5,7,9,9
oread,4,3,5,4,4,4
oreas,3,2,5,2,4,4
organ,4,3,4,5,4,4
orgia,4,4,4,6,4,4
orgic,8,7,6,7,7,7
orgue,6,4,5,6,5,5
orias,4,2,5,3,5,5
oribi,6,5,7,6,5,5
oriel,4,3,5,3,4,4
orion,4,4,3,5,6,6
oriya,4,3,5,7,5,5
orlet,5,4,5,3,5,5
orlop,5,5,7,4,6,6
ormer,6,7,6,9,5,5
ornis,5,2,4,4,4,4
oromo,6,8,5,7,5,5
orris,3,3,3,4,5,5
orsel,3,3,4,3,6,6
orson,4,4,5,5,6,6
ortet,6,5,6,5,5,5
ortho,7,5,6,5,5,5
ortol,5,4,7,4,5,5
ortyx,8,5,8,6,6,6
oryza,6,5,6,9,6,6
osage,6,3,6,5,4,4
oscan,5,5,5,3,5,5
oscar,5,4,4,3,5,5
oscin,5,6,6,6,9,9
osela,5,4,4,4,4,4
oshac,8,5,6,4,5,5
oside,5,4,7,5,5,5
osier,3,2,5,5,4,4
oskar,6,5,5,4,7,7
osmic,6,7,6,6,5,5
osmin,6,7,5,5,5,5
osone,6,5,5,7,5,5
ossal,6,5,5,3,4,4
osset,5,7,6,6,4,4
ostic,5,5,5,5,5,5
otary,5,5,3,4,4,4
otate,4,4,4,5,4,4
other,7,6,6,4,4,4
othin,5,7,6,5,5,5
otkon,6,7,9,6,6,6
otomi,4,5,7,6,5,5
ottar,6,7,6,7,4,4
otter,8,8,8,8,3,3
otyak,8,6,8,8,5,5
ouabe,7,6,8,7,5,5
ought,8,7,8,6,5,5
ouija,7,5,9,7,8,8
oukia,6,6,8,9,8,8
oulap,8,7,5,4,4,4
ounce,6,6,7,7,4,4
ounds,7,5,6,5,5,5
ouphe,8,6,7,6,8,8
ourie,5,4,5,5,6,6
outby,8,6,9,7,9,9
outdo,7,8,8,8,9,9
outed,7,7,5,5,5,5
outen,7,6,5,4,4,4
outer,9,5,6,7,5,5
outgo,8,9,8,7,3,3
outly,8,5,6,6,5,5
outre,6,4,5,5,5,5
ouzel,7,6,7,5,7,7
ovant,6,6,10,5,3,3
ovary,6,6,6,8,6,6
ovate,5,6,6,6,5,5
overt,6,6,6,6,5,5
ovest,6,4,6,6,6,6
ovile,6,6,8,9,6,6
ovine,8,6,8,7,8,8
ovism,5,5,7,5,5,5
ovist,5,6,6,6,7,7
ovoid,7,9,9,8,11,11
ovolo,8,6,7,8,9,9
ovula,8,5,6,7,6,6
ovule,8,6,8,8,8,8
owght,8,8,9,7,6,6
owing,5,5,8,5,5,5
owler,6,6,6,6,7,7
owlet,6,8,8,5,6,6
owner,8,8,7,5,4,4
owsen,7,6,5,4,6,6
owser,6,5,5,6,7,7
oxane,8,5,7,8,3,3
oxbow,9,10,9,11,12,12
oxboy,8,7,10,12,12,12
oxeye,8,9,8,8,9,9
oxfly,10,7,9,8,9,9
oxide,9,5,10,9,10,10
oxime,8,4,11,10,5,5
oxlip,5,8,6,5,6,6
oxman,9,6,5,6,4,4
oxter,11,7,10,10,7,7
oyana,4,8,7,9,7,7
ozark,6,6,6,7,5,5
ozena,6,6,5,6,5,5
ozias,4,3,7,3,5,5
ozone,7,8,9,10,7,7
paauw,4,10,5,11,5,5
pablo,8,8,8,7,6,6
pablo,8,8,8,7,6,6
pacay,9,9,8,5,7,7
paced,11,10,8,7,4,4
pacer,8,7,8,6,6,6
pacht,9,7,9,8,7,7
padda,9,10,7,9,9,9
paddy,10,9,10,10,11,11
paddy,10,9,10,10,11,11
padge,7,13,8,7,5,5
padle,7,8,9,8,5,5
padre,7,6,8,8,9,9
padus,10,9,9,7,9,9
paean,3,8,12,7,9,9
paeon,5,4,5,4,7,7
pagan,7,15,11,9,5,5
pager,11,10,11,9,9,9
pagus,11,9,9,7,9,9
pahmi,7,6,7,6,5,5
paint,6,6,7,6,5,5
paisa,5,3,6,8,6,6
palar,7,8,4,4,6,6
palas,6,6,6,5,6,6
palau,8,9,7,6,8,8
palay,9,8,8,7,7,7
palch,9,8,7,4,5,5
palea,4,9,3,7,4,4
paled,9,8,5,4,5,5
paler,8,7,6,5,4,4
pales,6,5,5,4,6,6
palet,7,6,4,3,3,3
palla,8,10,5,9,7,7
palli,6,6,7,6,5,5
pallu,8,9,8,8,6,6
pally,9,9,7,7,5,5
palma,8,8,5,6,5,5
palmo,7,6,5,4,5,5
palmy,10,7,6,5,5,5
palpi,6,6,7,6,6,6
palsy,8,4,7,6,5,5
palta,4,7,5,6,6,6
palus,7,6,6,5,5,5
palus,7,6,6,5,5,5
pamir,8,8,5,4,6,6
panak,6,11,9,7,7,7
panax,7,13,10,10,10,10
panda,9,8,7,9,4,4
pandy,11,7,10,9,9,9
paned,9,8,5,4,6,6
panel,9,6,4,3,7,7
pangi,9,7,7,6,6,6
panic,10,10,6,5,5,5
panna,8,8,6,10,5,5
panne,9,11,8,9,3,3
panos,7,6,6,5,3,3
panse,10,5,6,5,7,7
pansy,7,5,7,6,7,7
panto,9,7,7,6,4,4
pants,7,5,6,4,5,5
panty,7,7,7,6,7,7
paola,7,9,6,8,6,6
paolo,7,9,9,8,7,7
papal,11,9,9,11,7,7
papaw,8,15,9,11,12,12
paper,10,13,10,12,6,6
papey,10,11,10,8,9,9
papio,8,8,11,10,10,10
pappi,11,10,11,13,9,9
pappy,11,10,14,14,12,12
papyr,7,6,6,5,7,7
paque,9,7,9,8,11,11
parah,7,9,7,5,7,7
param,6,8,3,6,4,4
parao,5,6,8,4,8,8
parch,9,8,7,6,8,8
pardo,9,8,8,6,8,8
parel,8,7,3,2,3,3
paren,6,5,5,2,4,4
parer,5,8,4,3,6,6
parge,8,5,8,5,6,6
pargo,10,9,9,7,5,5
paris,5,4,5,4,7,7
parka,9,10,7,8,6,6
parky,11,9,11,8,9,9
parle,4,4,4,3,4,4
parly,9,6,5,4,5,5
parma,7,9,5,8,4,4
parma,7,9,5,8,4,4
parol,7,7,4,3,5,5
parra,4,11,4,12,8,8
parry,7,10,8,11,9,9
parse,6,4,7,6,7,7
parsi,6,4,5,4,6,6
parto,7,7,6,5,7,7
party,8,7,7,6,7,7
parus,6,5,6,5,7,7
pasan,7,8,9,5,5,5
pasch,10,6,7,5,8,8
pasha,8,10,5,9,5,5
pashm,7,6,8,6,4,4
pasmo,8,6,8,8,5,5
passe,9,7,7,8,7,7
passe,9,7,7,8,7,7
passo,6,5,9,9,8,8
paste,9,5,8,6,5,5
pasty,10,8,9,6,5,5
pasul,6,5,5,4,5,5
patao,7,6,7,9,10,10
patas,5,5,6,6,9,9
patch,12,9,11,8,6,6
patel,7,5,6,5,5,5
paten,7,6,5,4,4,4
pater,10,9,10,8,5,5
pathy,10,8,7,6,4,4
patio,5,6,8,7,8,8
patly,7,6,5,4,4,4
patsy,7,5,7,6,8,8
patta,7,9,6,8,7,7
patte,7,7,7,7,6,6
pattu,8,8,7,8,7,7
patty,12,9,11,10,6,6
patty,12,9,11,10,6,6
paula,7,9,5,8,5,5
pause,9,6,8,7,11,11
pauxi,7,7,13,12,8,8
pavan,8,11,13,10,10,10
paver,13,12,10,8,4,4
pavia,11,6,7,8,7,7
pavid,10,9,10,7,9,9
pavis,9,9,8,6,7,7
pawer,12,11,13,9,10,10
pawky,12,8,11,11,9,9
payed,10,10,13,10,11,11
payee,5,9,10,8,9,9
payer,9,9,14,13,9,9
payni,7,6,7,6,3,3
payor,8,9,10,8,8,8
peace,6,9,8,8,6,6
peach,8,7,9,8,7,7
peage,7,8,7,9,6,6
peaky,10,11,10,9,7,7
pearl,4,4,6,2,5,5
peart,6,7,5,5,4,4
peasy,6,5,8,6,7,7
peaty,7,8,8,5,6,6
peavy,11,12,11,6,8,8
peban,8,6,8,6,8,8
pecan,9,7,8,7,9,9
pecht,8,7,6,7,8,8
pecky,12,9,9,8,8,8
pecos,8,7,8,7,9,9
pedal,10,7,7,5,8,8
pedee,8,10,6,5,7,7
pedes,6,6,5,7,9,9
pedro,8,6,6,6,5,5
pedro,8,6,6,6,5,5
pedum,8,7,9,9,9,9
peele,5,11,5,7,6,6
peeoy,6,10,10,9,7,7
peepy,7,14,9,8,8,8
peery,4,9,7,7,5,5
peeve,6,10,6,9,8,8
peggy,10,13,11,11,5,5
peggy,10,13,11,11,5,5
peine,5,7,6,9,4,4
peise,4,5,6,6,8,8
pekan,11,10,10,8,10,10
pekin,10,9,7,6,9,9
pekin,10,9,7,6,9,9
pekoe,10,7,8,8,9,9
pelew,8,12,8,8,7,7
pelon,7,6,6,4,6,6
pelta,8,6,5,4,5,5
penal,7,4,5,4,5,5
pence,8,6,7,8,8,8
penda,10,7,9,4,5,5
pengo,7,7,9,6,5,5
penis,7,6,6,5,5,5
penna,7,8,6,5,5,5
penni,6,5,8,4,5,5
penny,6,11,9,6,5,5
penny,6,11,9,6,5,5
pensy,7,4,7,8,7,7
penta,5,7,5,3,4,4
peony,6,5,7,5,6,6
peppy,13,13,12,11,10,10
perca,5,5,5,4,5,5
perch,8,7,6,4,6,6
percy,8,7,6,5,8,8
perdu,8,9,5,8,6,6
peres,5,5,3,4,6,6
peril,7,5,5,3,4,4
perit,7,5,7,5,5,5
perky,9,13,10,9,8,8
perla,5,5,4,2,4,4
perle,8,6,6,4,6,6
perry,7,14,8,8,4,4
perry,7,14,8,8,4,4
perse,8,7,7,6,6,6
perty,7,6,8,6,6,6
perun,7,6,5,4,6,6
pesah,7,6,6,5,7,7
pesky,10,7,9,6,8,8
peste,7,7,5,5,8,8
petal,7,6,6,4,7,7
peter,8,8,7,6,9,9
peter,8,8,7,6,9,9
petit,6,8,6,7,8,8
petre,4,7,4,4,5,5
petty,10,9,7,10,10,10
peuhl,8,6,8,3,6,6
pewee,9,11,8,6,7,7
pewit,7,8,8,8,8,8
pfund,8,11,7,7,6,6
phaca,7,10,5,5,3,3
phaet,4,5,5,4,3,3
phage,7,7,8,6,5,5
phano,6,7,7,5,4,4
phare,4,5,5,5,5,5
phase,8,5,6,6,5,5
phasm,6,5,8,6,4,4
pheal,7,6,6,5,7,7
phebe,8,8,6,8,9,9
phene,8,7,6,7,4,4
pheny,8,7,7,6,5,5
pheon,6,6,5,5,8,8
phial,5,5,9,7,5,5
phill,9,8,8,7,7,7
phoby,9,9,9,8,9,9
phoca,9,10,7,4,5,5
phoma,9,7,6,6,7,7
phone,10,6,8,6,5,5
phono,6,7,6,9,5,5
phony,10,8,7,8,4,4
phora,5,6,3,4,5,5
phose,10,8,8,8,8,8
photo,8,7,7,7,8,8
phyla,9,8,6,7,7,7
phyle,10,11,8,7,6,6
phyma,8,10,7,8,10,10
physa,7,5,7,5,6,6
piaba,4,7,5,6,6,6
piano,5,6,5,6,5,5
piast,5,3,5,4,7,7
picae,4,4,6,4,6,6
pical,6,5,7,6,8,8
picea,7,7,5,5,5,5
pichi,7,6,6,8,9,9
picky,10,11,9,8,9,9
picot,6,9,7,7,7,7
picra,5,6,3,4,5,5
picul,7,8,8,5,7,7
picus,9,8,6,7,6,6
pidan,10,9,9,7,8,8
piece,7,11,6,7,5,5
piend,7,7,7,7,5,5
piete,8,5,6,6,5,5
piety,6,8,8,5,4,4
piezo,6,7,8,7,8,8
piggy,12,12,11,9,6,6
pigly,8,10,6,6,8,8
pigmy,11,9,12,8,5,5
piked,9,9,7,6,7,7
pikel,8,8,8,7,5,5
piker,10,11,10,9,9,9
pikey,11,10,10,7,6,6
pikle,11,9,11,9,8,8
pilar,6,5,4,3,5,5
pilar,6,5,4,3,5,5
pilau,7,7,6,5,6,6
pilch,9,10,7,5,5,5
pilea,4,5,4,4,3,3
piled,8,8,4,6,5,5
piler,7,6,5,5,4,4
piles,7,7,5,5,4,4
pilin,6,7,5,4,8,8
pilmy,9,9,7,7,5,5
pilon,6,5,5,4,7,7
pilot,6,7,6,5,6,6
pilot,6,7,6,5,6,6
pilum,7,10,7,7,5,5
pilus,7,6,6,7,6,6
piman,10,8,6,5,4,4
pinal,7,7,4,3,4,4
pinax,10,11,7,6,5,5
pinch,12,9,6,7,5,5
pinda,7,6,6,6,5,5
pindy,12,10,8,9,8,8
pined,6,8,5,5,4,4
piner,9,7,6,5,4,4
piney,9,8,7,7,5,5
pinic,8,11,5,7,6,6
pinky,13,10,9,10,7,7
pinna,6,7,5,7,4,4
pinna,6,7,5,7,4,4
pinny,10,11,9,9,6,6
pinon,8,7,6,7,5,5
pinta,6,5,4,5,4,4
pinte,7,4,5,5,5,5
pinto,6,8,6,6,3,3
pinus,10,8,5,6,9,9
pinyl,6,7,4,3,5,5
piotr,5,5,6,4,5,5
pious,6,7,5,8,7,7
pioxe,10,8,13,12,9,9
pipal,9,9,8,7,8,8
piped,8,9,6,6,6,6
piper,11,13,9,10,8,8
piper,11,13,9,10,8,8
pipet,7,9,7,7,8,8
pipil,7,10,5,9,8,8
pipit,9,11,6,10,8,8
pippy,9,13,11,13,11,11
pipra,6,7,7,7,7,7
pique,6,11,13,13,11,11
pirny,6,5,6,4,7,7
pirol,5,5,6,3,5,5
pisan,6,4,5,4,7,7
pisay,6,5,6,5,9,9
pisco,7,6,6,5,6,6
pishu,6,8,7,6,7,7
pisky,11,9,9,9,8,8
pisum,7,7,8,7,5,5
pitau,9,8,6,5,6,6
pitch,7,9,9,9,10,10
pithy,7,8,8,7,7,7
pitta,5,6,5,6,6,6
piuri,6,5,4,7,7,7
pivot,7,10,9,8,7,7
pixie,10,8,13,12,13,13
pizza,7,8,6,7,11,11
place,7,6,8,8,4,4
plack,7,8,10,8,6,6
plaga,8,9,5,9,4,4
plage,8,7,8,8,3,3
plaid,7,7,6,5,7,7
plain,5,5,6,6,5,5
plait,5,6,6,5,6,6
plane,5,4,6,6,5,5
plang,7,7,7,8,5,5
plank,8,8,9,9,6,6
plant,6,6,7,4,5,5
plash,8,4,8,7,6,6
plasm,7,4,8,7,4,4
plass,6,5,7,8,7,7
plate,5,5,6,5,6,6
platt,5,8,5,6,6,6
platy,5,8,6,5,5,5
plaud,8,9,8,6,8,8
playa,7,8,6,10,5,5
plaza,9,10,7,11,7,7
plead,8,7,8,8,8,8
pleat,6,5,7,7,6,6
plebe,7,8,6,10,9,9
plebs,7,6,7,5,6,6
pleck,9,8,10,9,5,5
pleny,6,7,6,6,6,6
pleon,5,6,6,6,7,7
plica,7,8,7,5,8,8
plied,5,5,5,4,5,5
plier,5,5,6,5,6,6
plies,5,3,6,4,4,4
pliny,8,7,9,8,5,5
ploat,7,5,9,8,7,7
ploce,7,6,5,6,5,5
plock,7,6,8,9,8,8
plomb,11,8,8,8,7,7
plook,8,10,8,10,8,8
plote,7,6,5,6,6,6
plouk,10,8,9,8,6,6
plout,7,7,10,5,9,9
pluck,9,7,10,9,9,9
pluff,10,10,9,10,8,8
pluma,8,6,8,6,6,6
plumb,11,10,10,8,6,6
plume,7,6,6,8,6,6
plump,10,11,12,10,8,8
plumy,9,9,11,9,8,8
plunk,7,8,9,8,8,8
plush,6,6,7,7,8,8
pluto,6,6,7,6,6,6
plyer,8,7,8,10,6,6
poach,6,7,9,7,6,6
pobby,14,14,15,12,13,13
poche,11,5,8,7,8,8
pocky,10,10,9,8,9,9
podal,11,8,9,8,7,7
poddy,12,11,11,13,12,12
podex,12,9,7,7,5,5
podge,10,7,8,9,4,4
podgy,11,10,12,9,6,6
poesy,7,4,7,7,5,5
pogge,10,8,8,9,5,5
poggy,15,13,14,11,10,10
pohna,7,7,7,6,7,7
poilu,6,6,6,7,6,6
poind,6,5,9,7,6,6
point,6,4,9,6,5,5
poise,8,7,9,8,9,9
pokan,11,11,11,8,10,10
poked,11,8,9,9,6,6
poker,13,11,10,10,10,10
pokey,11,8,9,10,7,7
pokom,9,10,8,10,8,8
polab,9,6,7,6,6,6
polar,7,6,5,4,6,6
poler,8,7,6,6,5,5
poley,6,5,8,7,5,5
polio,5,7,7,7,8,8
polis,5,5,6,6,5,5
polka,9,8,9,8,7,7
polly,12,13,11,8,11,11
polos,5,7,6,6,8,8
polyp,7,10,8,7,7,7
pomak,10,8,8,7,7,7
pombe,13,6,10,10,6,6
pombo,11,8,8,11,5,5
pomey,9,7,9,9,7,7
pomme,12,7,10,11,6,6
pommy,13,12,12,10,8,8
pompa,8,10,7,7,6,6
ponca,8,8,7,6,4,4
ponce,7,5,6,7,5,5
pondo,8,7,10,9,4,4
pondy,9,10,9,9,6,6
poney,11,9,11,10,8,8
ponga,9,10,6,6,8,8
pongo,9,8,9,8,6,6
ponja,9,9,8,7,8,8
ponto,8,8,8,7,5,5
pooch,10,9,9,7,8,8
pooka,11,11,7,9,8,8
pooli,6,7,5,6,7,7
pooly,9,14,7,9,9,9
popal,13,13,9,8,6,6
poppa,13,11,9,8,9,9
poppy,14,15,13,16,12,12
poral,10,9,10,7,8,8
porch,7,7,6,5,7,7
pored,9,9,7,3,6,6
porer,6,10,5,4,11,11
porge,11,8,10,4,4,4
porgy,9,9,10,7,5,5
poria,6,5,5,5,5,5
porky,10,10,9,9,9,9
poros,6,8,5,5,7,7
porry,6,11,4,6,6,6
porta,5,6,5,5,5,5
porto,5,9,10,8,9,9
porty,6,8,9,7,7,7
porus,7,7,5,4,7,7
posca,7,6,7,5,8,8
poser,8,6,7,7,9,9
posey,9,8,11,9,9,9
posit,6,5,5,6,6,6
posse,7,7,8,6,9,9
potch,10,9,11,9,9,9
poter,10,8,9,8,7,7
potoo,7,7,7,10,10,10
potto,8,8,8,9,10,10
potty,9,11,9,9,8,8
pouce,11,6,8,7,8,8
pouch,9,10,9,8,9,9
poulp,10,9,10,9,10,10
poult,9,8,9,6,5,5
pound,11,12,9,10,8,8
pouty,9,10,8,8,8,8
power,14,12,11,11,12,12
poyou,9,10,9,9,8,8
praam,3,8,3,5,3,3
prana,4,5,2,5,2,2
prank,7,9,10,9,8,8
prase,4,3,4,6,8,8
prate,8,7,9,10,8,8
pratt,7,9,7,6,6,6
prawn,9,8,7,7,6,6
praya,5,6,3,6,7,7
preen,6,8,6,6,7,7
press,6,6,9,9,7,7
prest,6,5,9,7,5,5
prexy,10,8,10,11,10,10
price,6,5,7,6,5,5
price,6,5,7,6,5,5
prich,9,5,5,5,7,7
prick,10,6,6,6,6,6
pride,7,6,8,8,6,6
pridy,8,7,7,9,7,7
pried,8,6,8,5,5,5
prier,6,8,8,11,5,5
prill,7,6,6,7,5,5
prima,6,6,4,6,5,5
prime,8,7,8,9,5,5
primp,10,9,9,11,8,8
primy,9,8,8,10,7,7
prine,7,5,7,7,3,3
prink,6,7,6,7,3,3
print,5,4,5,5,4,4
prion,5,3,4,6,5,5
prior,4,6,5,6,6,6
prism,5,4,9,5,6,6
priss,5,5,8,6,5,5
prius,6,4,4,4,6,6
privy,10,9,9,11,10,10
prize,9,8,9,10,8,8
proal,5,5,4,7,4,4
probe,7,6,7,8,11,11
proem,5,4,5,6,6,6
proke,8,7,9,10,9,9
prone,7,7,7,8,5,5
prong,7,8,4,5,4,4
proof,8,7,5,11,10,10
props,5,4,10,5,7,7
prore,3,9,3,8,5,5
prose,4,3,6,6,7,7
proso,5,5,8,10,9,9
pross,6,6,11,10,7,7
prosy,6,4,10,8,9,9
prote,6,3,5,5,6,6
proto,6,6,7,6,7,7
prove,9,8,8,9,10,10
prowl,8,5,10,7,7,7
proxy,8,7,11,11,12,12
prude,7,7,8,7,8,8
prudy,10,8,10,8,11,11
prune,6,4,5,7,5,5
prunt,6,7,5,6,8,8
pryer,7,7,7,11,10,10
pryse,5,4,6,7,7,7
psalm,7,5,5,5,4,4
pshav,10,10,8,6,8,8
pshaw,9,9,9,7,7,7
psoas,6,5,6,4,5,5
psora,4,4,4,5,6,6
psych,9,6,7,6,5,5
pubal,10,9,10,8,9,9
pubes,10,6,6,6,7,7
pubic,12,11,8,10,9,9
pubis,8,8,6,7,5,5
pucka,10,10,8,8,7,7
puddy,12,14,9,12,12,12
pudge,11,8,7,10,6,6
pudgy,12,12,10,8,6,6
pudic,11,10,7,9,8,8
pudsy,8,6,9,7,8,8
puffy,15,14,12,12,14,14
puggi,8,7,7,8,6,6
puggy,14,11,11,11,8,8
pugil,8,10,8,7,7,7
puist,7,8,10,9,13,13
puker,13,11,11,11,10,10
pukka,11,9,10,8,11,11
puler,8,9,8,7,6,6
pulex,9,6,10,9,6,6
pulka,10,8,9,7,9,9
pulli,6,6,6,5,8,8
pulpy,8,10,10,10,10,10
pulse,10,7,8,8,8,8
punan,8,12,8,12,8,8
punch,11,10,10,10,7,7
punct,8,9,6,7,7,7
punga,11,10,7,7,5,5
pungi,8,7,6,8,4,4
punic,8,8,7,7,5,5
punky,11,12,11,10,7,7
punta,6,7,6,6,5,5
punti,6,6,6,6,5,5
punto,7,7,6,7,4,4
punty,8,9,7,8,6,6
pupal,9,11,10,9,8,8
pupil,7,10,7,7,6,6
puppy,13,14,10,12,14,14
purdy,12,8,8,5,7,7
pured,7,8,6,4,6,6
puree,6,7,5,4,6,6
purer,6,10,6,5,11,11
purga,7,8,9,10,5,5
purge,6,6,7,5,6,6
purre,5,8,4,3,5,5
purry,9,12,5,7,8,8
purse,8,6,6,6,7,7
pursy,7,4,6,5,8,8
pussy,10,7,10,10,10,10
putid,8,8,7,8,8,8
putty,10,9,8,7,9,9
pyche,9,6,9,8,8,8
pygal,10,9,10,9,7,7
pygmy,10,10,9,9,6,6
pygmy,10,10,9,9,6,6
pylar,8,7,6,5,6,6
pylic,7,8,6,5,10,10
pylon,7,8,6,5,9,9
pyoid,11,10,7,7,11,11
pyral,5,4,7,6,7,7
pyran,5,4,6,5,6,6
pyrex,9,9,9,5,7,7
pyrex,9,9,9,5,7,7
pyrus,8,8,7,7,8,8
pyxie,9,7,10,11,9,9
pyxis,8,10,9,9,9,9
pyxis,8,10,9,9,9,9
quack,11,10,9,6,6,6
quadi,10,7,6,9,7,7
quaff,11,11,12,12,10,10
quail,5,5,4,6,6,6
quake,10,9,9,8,6,6
